#3
sailor
#3
sid,sname,age
44675,3114,18748,2
44676,7259,9389,1
44677,5856,8334,16
44678,9395,1019,11
44679,7217,11480,23
44680,9373,11904,14
44681,6613,11396,16
44682,626,18272,14
44683,2806,197,12
44684,7281,7254,19
44685,2020,7963,20
44686,4087,14293,4
44687,1727,14142,20
44688,4466,4390,5
44689,2833,15689,7
44690,7318,8592,4
44691,7446,14311,17
44692,9780,18512,19
44693,9948,4975,1
44694,4968,8906,12
44695,5540,17151,2
44696,8657,14752,16
44697,6077,6261,21
44698,8086,15292,22
44699,7535,4294,9
44700,4454,15587,4
44701,2701,10975,14
44702,3435,19670,16
44703,949,4480,12
44704,665,8277,12
44705,1051,13518,7
44706,3354,17853,9
44707,1371,8353,2
44708,6256,2484,3
44709,2835,18721,23
44710,8003,4490,18
44711,4058,10988,12
44712,8947,4536,22
44713,8794,4210,21
44714,4069,15417,13
44715,1803,10824,22
44716,3935,14071,3
44717,6264,8363,8
44718,9884,6167,9
44719,824,12889,11
44720,4637,1200,2
44721,6963,5893,24
44722,7617,13215,21
44723,9966,4208,11
44724,3652,9121,17
44725,4880,14606,16
44726,5333,8907,14
44727,2175,17802,6
44728,8622,3477,20
44729,3889,8348,6
44730,1078,16247,14
44731,4721,8314,4
44732,8266,14212,12
44733,5142,8373,22
44734,348,7938,12
44735,6397,5224,24
44736,6399,10008,14
44737,7149,10982,5
44738,8416,4926,5
44739,8150,16682,3
44740,1932,7456,6
44741,6234,17777,10
44742,8668,17864,1
44743,5317,13228,1
44744,1707,383,1
44745,7026,3654,12
44746,7394,4452,22
44747,8443,14980,23
44748,6631,7857,7
44749,3833,12610,5
44750,9806,232,22
44751,3555,6420,2
44752,6372,8227,13
44753,951,15458,9
44754,9218,2166,21
44755,5584,10886,13
44756,1724,2780,2
44757,6768,1513,15
44758,2082,6978,15
44759,3264,19207,12
44760,1349,9671,7
44761,8710,11021,16
44762,1433,16304,17
44763,9809,1309,19
44764,9851,12887,11
44765,5447,18450,16
44766,781,2094,21
44767,7334,4218,12
44768,1058,6077,23
44769,2650,2946,24
44770,4221,6216,11
44771,121,19205,7
44772,1054,1016,14
44773,1892,8303,18
44774,8318,3830,2
44775,2923,13834,11
44776,1619,13271,11
44777,9831,4967,21
44778,6475,8030,7
44779,7712,15305,6
44780,7139,17565,17
44781,7261,11177,19
44782,3204,19460,17
44783,1603,8785,21
44784,835,17777,17
44785,1195,18032,1
44786,4180,16271,15
44787,5047,2063,12
44788,5457,8779,2
44789,5954,7293,14
44790,168,6685,7
44791,3101,9507,13
44792,612,2114,16
44793,3190,19438,18
44794,7473,32,6
44795,5547,17993,9
44796,1661,10561,12
44797,2533,7065,23
44798,6351,4184,19
44799,1842,3609,3
44800,6923,14500,15
44801,1254,2870,3
44802,5863,15470,10
44803,1527,1166,20
44804,3868,1981,21
44805,8935,15150,3
44806,2595,19820,13
44807,7030,8586,21
44808,589,15271,24
44809,3338,13499,7
44810,7619,17540,23
44811,5128,12534,6
44812,1104,12439,21
44813,1194,19369,4
44814,9461,269,12
44815,7041,17331,7
44816,1102,14833,11
44817,6736,18496,5
44818,5806,19786,8
44819,7719,1330,10
44820,1240,5050,3
44821,1474,7816,5
44822,8706,17480,12
44823,5948,15663,4
44824,2435,2802,1
44825,4133,15139,10
44826,3668,7096,22
44827,7269,4473,23
44828,8145,1767,23
44829,7359,18644,16
44830,9513,6770,14
44831,4782,19907,18
44832,276,15974,15
44833,2885,16670,24
44834,7819,10309,24
44835,3162,8602,19
44836,1669,3347,6
44837,8799,8101,18
44838,4831,7944,1
44839,1653,6658,8
44840,2292,2694,23
44841,8350,12871,11
44842,5801,15308,4
44843,3066,7714,23
44844,7932,1567,13
44845,9045,18900,17
44846,9748,9967,16
44847,1675,11381,19
44848,4050,1428,23
44849,8439,19902,15
44850,6872,17246,12
44851,3203,1188,17
44852,508,18939,21
44853,5139,14721,16
44854,6400,17206,19
44855,2742,1733,8
44856,1904,11572,11
44857,3206,3810,21
44858,6442,1233,14
44859,1770,8599,14
44860,5113,14726,19
44861,5466,12388,13
44862,4924,9460,1
44863,8226,17074,24
44864,8364,9220,19
44865,9936,10551,18
44866,9833,2617,24
44867,6067,13070,10
44868,1461,7332,17
44869,6313,13523,24
44870,1332,17477,13
44871,2998,52,24
44872,8945,1869,6
44873,2582,15637,15
44874,3078,7357,18
44875,4541,9686,18
44876,723,13012,13
44877,8570,3874,8
44878,5875,18092,2
44879,3538,8011,7
44880,8517,17222,20
44881,213,13789,24
44882,4812,10732,12
44883,7626,1983,11
44884,4679,14502,9
44885,3711,5978,7
44886,6916,13839,22
44887,9423,11181,1
44888,4636,5524,17
44889,2179,14247,3
44890,9170,10813,17
44891,9881,8130,23
44892,8169,5732,17
44893,7451,19460,23
44894,2712,6195,14
44895,1001,7783,12
44896,9502,4328,15
44897,7973,13245,18
44898,3705,18190,8
44899,7713,11154,10
44900,2998,5266,20
44901,3604,16913,14
44902,7413,9595,8
44903,4283,11084,1
44904,6073,18931,18
44905,9347,13422,6
44906,4742,7271,22
44907,2115,5355,12
44908,4924,2394,22
44909,9843,12353,12
44910,6187,912,18
44911,2652,8906,18
44912,1235,18217,12
44913,9930,7176,22
44914,1501,10437,16
44915,5934,3801,18
44916,9897,8717,6
44917,528,5944,5
44918,5263,1766,24
44919,3283,17360,18
44920,6801,15140,21
44921,8216,16193,13
44922,2835,6841,13
44923,94,16224,19
44924,7853,9624,1
44925,9777,1229,18
44926,8338,17980,23
44927,1628,19894,5
44928,2587,11319,18
44929,5348,14779,9
44930,7141,15905,2
44931,7382,6257,15
44932,473,6571,18
44933,1537,6199,21
44934,2144,19606,15
44935,4782,5351,20
44936,1894,10972,1
44937,2498,9891,24
44938,7963,10347,19
44939,6803,11259,6
44940,7603,14973,15
44941,1443,5906,1
44942,7175,941,5
44943,4030,18609,18
44944,337,13603,15
44945,817,18967,1
44946,5572,15609,8
44947,9325,6909,5
44948,3302,9287,8
44949,739,18839,20
44950,8396,7340,19
44951,4686,7869,14
44952,2449,1403,17
44953,6087,15215,6
44954,6477,15729,15
44955,2940,4321,20
44956,3800,14292,14
44957,7480,2463,19
44958,9453,16556,10
44959,4128,16284,20
44960,7153,12873,3
44961,3729,11269,14
44962,9674,11304,7
44963,278,16737,22
44964,3294,18970,1
44965,780,5697,14
44966,5723,724,6
44967,4863,13878,6
44968,2266,1832,6
44969,9831,10465,14
44970,1581,16643,7
44971,8541,17869,3
44972,1155,5496,6
44973,548,6533,16
44974,5278,7045,22
44975,6908,8371,5
44976,7628,17347,14
44977,8443,16811,19
44978,5827,4581,23
44979,8777,2927,12
44980,3196,19685,2
44981,7211,17393,1
44982,6223,9506,2
44983,9026,19251,1
44984,3360,10351,18
44985,5975,19171,9
44986,3497,10715,17
44987,693,4406,16
44988,227,6278,24
44989,4780,5430,16
44990,1674,4755,4
44991,7512,14703,9
44992,6090,16133,12
44993,8731,1370,23
44994,1196,17204,22
44995,5330,10166,8
44996,685,19704,7
44997,6082,10561,15
44998,7989,5008,19
44999,3861,13969,14
45000,131,2887,5
45001,3907,14706,18
45002,8816,11697,19
45003,3672,19771,4
45004,8591,9533,12
45005,7298,18993,9
45006,7512,9794,20
45007,6687,8190,7
45008,3940,11185,18
45009,5179,19047,12
45010,5785,4459,3
45011,9268,17200,23
45012,7395,14580,3
45013,1801,13027,23
45014,5407,14027,24
45015,1186,14981,2
45016,1434,1381,8
45017,4039,12698,6
45018,7503,6890,18
45019,9176,19933,5
45020,151,7275,16
45021,2977,15773,19
45022,437,18647,15
45023,5432,19808,6
45024,2352,11422,21
45025,8822,2560,17
45026,2897,5508,20
45027,6584,7491,22
45028,1840,3494,15
45029,8995,3532,13
45030,1894,16438,18
45031,9489,3299,7
45032,2910,4860,22
45033,2311,1499,20
45034,4348,12005,2
45035,802,3374,2
45036,3704,17362,6
45037,267,12558,18
45038,3659,7136,24
45039,7492,2275,15
45040,1776,2884,19
45041,1012,7077,5
45042,4883,5726,10
45043,5508,11824,22
45044,7955,1172,5
45045,9935,4472,19
45046,8047,2077,1
45047,5243,10582,8
45048,2991,3253,5
45049,111,11660,20
45050,2984,10836,4
45051,2988,1071,23
45052,610,6672,6
45053,9103,11838,22
45054,6577,16393,7
45055,3315,4626,14
45056,5209,7449,4
45057,2150,18892,1
45058,6080,13067,15
45059,4473,16042,5
45060,9745,9544,17
45061,5980,5048,2
45062,7558,9934,1
45063,2698,18651,22
45064,5279,17889,13
45065,1237,17331,18
45066,317,19353,23
45067,6248,9805,6
45068,6750,1669,15
45069,1194,13816,10
45070,3157,12275,13
45071,553,18716,3
45072,1791,1195,14
45073,2275,11513,18
45074,5643,5023,11
45075,2433,13741,2
45076,4980,9688,19
45077,9057,8312,21
45078,2599,6995,24
45079,4928,18461,5
45080,4522,12729,20
45081,6050,19082,8
45082,3585,9454,24
45083,3973,18892,20
45084,1423,16084,10
45085,1968,1211,6
45086,7706,8634,10
45087,5471,12428,5
45088,6134,8200,5
45089,6971,15909,15
45090,1278,13725,4
45091,3983,15506,23
45092,9287,19186,8
45093,1212,17697,6
45094,915,2014,13
45095,9800,15270,15
45096,4425,1261,7
45097,7479,14444,12
45098,7726,18103,1
45099,5995,19832,14
45100,1207,13229,17
45101,3727,5391,7
45102,6702,14879,1
45103,4529,5362,3
45104,9421,12990,14
45105,1821,9113,13
45106,6667,12668,16
45107,5868,5091,18
45108,2968,7599,24
45109,6453,12515,21
45110,9242,6585,24
45111,7530,9,6
45112,5372,14377,20
45113,2815,6197,1
45114,5825,19794,20
45115,1881,16115,2
45116,9446,11812,11
45117,4944,18657,9
45118,8976,10680,10
45119,9449,1518,22
45120,2943,499,3
45121,1588,10575,23
45122,1335,3784,16
45123,3236,12899,18
45124,6896,7704,8
45125,6270,85,7
45126,9375,2176,14
45127,8914,14016,1
45128,4207,8595,10
45129,6096,17107,12
45130,8165,11845,16
45131,9416,19744,7
45132,9014,8475,12
45133,8561,1091,15
45134,4237,12421,23
45135,7128,16098,14
45136,347,5413,13
45137,1421,150,24
45138,3155,8059,8
45139,831,14762,3
45140,5425,10479,9
45141,1826,10141,2
45142,938,14961,10
45143,387,14512,14
45144,8040,1627,2
45145,9577,9353,2
45146,896,14159,15
45147,8488,11499,15
45148,9367,13490,15
45149,6759,12521,15
45150,9608,16368,17
45151,3620,6274,13
45152,2828,4823,3
45153,8930,12379,2
45154,1497,19919,14
45155,9493,6762,23
45156,9130,7157,23
45157,2445,19870,1
45158,4742,13873,23
45159,7492,4919,20
45160,4680,8359,3
45161,8138,1559,22
45162,8949,8839,19
45163,5236,13499,6
45164,9658,3932,3
45165,5681,13984,14
45166,397,19749,9
45167,6587,15260,7
45168,6490,14327,20
45169,6555,17758,15
45170,5816,10672,24
45171,2814,8500,5
45172,9349,6718,23
45173,6378,1088,22
45174,1585,7787,17
45175,7088,5573,20
45176,9412,18123,24
45177,3701,14190,7
45178,4963,16188,16
45179,8538,3297,9
45180,824,4788,14
45181,1477,18840,4
45182,2314,13688,19
45183,8880,12663,9
45184,6610,8038,23
45185,4403,10004,9
45186,5853,18803,11
45187,280,14286,24
45188,6256,4231,20
45189,7367,15703,15
45190,5461,1623,5
45191,5565,11108,20
45192,3421,216,11
45193,5417,9550,15
45194,253,1065,7
45195,6312,14182,8
45196,3255,1121,8
45197,2814,5371,6
45198,9240,1090,13
45199,5724,10442,18
45200,3173,9894,22
45201,1561,6839,14
45202,1923,2091,21
45203,1181,1963,12
45204,9264,874,12
45205,8435,53,16
45206,7088,19888,13
45207,5166,8224,18
45208,3065,5295,20
45209,9464,12651,13
45210,2899,15395,12
45211,7169,4489,24
45212,6950,17386,18
45213,7210,8779,15
45214,4611,4150,23
45215,8198,7100,6
45216,7621,1610,2
45217,8641,17272,13
45218,2280,16013,3
45219,1702,16992,2
45220,7395,4920,12
45221,3456,16563,8
45222,8,4190,20
45223,4799,2970,4
45224,9498,19756,14
45225,8980,1111,5
45226,7713,9735,22
45227,5878,3685,14
45228,4492,8518,22
45229,9610,9778,11
45230,8994,10498,1
45231,6342,19632,5
45232,1326,2310,10
45233,6296,16380,4
45234,4056,5645,23
45235,9185,18285,22
45236,9723,6602,18
45237,8798,7978,9
45238,1675,3034,2
45239,9200,17929,10
45240,4223,796,18
45241,3955,11611,15
45242,1137,6313,1
45243,3625,15308,23
45244,8244,2835,17
45245,7643,3644,22
45246,6201,10614,13
45247,304,19775,4
45248,6787,393,4
45249,6569,9335,20
45250,1313,4251,6
45251,9771,4146,19
45252,4250,202,17
45253,3084,16097,15
45254,8697,12196,14
45255,8051,1107,7
45256,6952,8064,24
45257,1597,5999,9
45258,8907,7838,2
45259,5619,14337,14
45260,4977,9135,21
45261,1763,4625,14
45262,7211,16947,23
45263,8885,6787,5
45264,2004,6234,18
45265,9131,3215,10
45266,5941,17472,24
45267,8689,19236,2
45268,8605,19432,22
45269,8533,1729,20
45270,7283,17262,8
45271,1408,16216,9
45272,7497,13867,10
45273,119,1682,5
45274,3228,16133,2
45275,7975,19187,24
45276,6399,19553,6
45277,6721,19356,21
45278,5967,12577,12
45279,7855,6318,7
45280,6403,17355,19
45281,1191,3206,12
45282,8789,1192,13
45283,3778,3267,12
45284,5,11645,19
45285,7563,10922,4
45286,9997,1261,1
45287,9244,4269,3
45288,5843,1124,22
45289,4500,10883,5
45290,8532,19286,10
45291,1190,7432,6
45292,4472,4075,16
45293,5876,18372,22
45294,4874,5242,20
45295,7638,13432,10
45296,538,16809,2
45297,3398,15715,7
45298,2474,14318,16
45299,6522,10696,3
45300,5810,8577,13
45301,3190,10494,5
45302,900,17632,6
45303,5732,6182,9
45304,5089,8242,4
45305,1126,8742,23
45306,2945,16411,10
45307,5098,7925,17
45308,992,10267,5
45309,1246,17432,16
45310,5621,15901,17
45311,5423,133,12
45312,3844,3368,18
45313,6153,13476,19
45314,1749,9612,13
45315,7404,16620,9
45316,1085,2697,7
45317,7031,7153,18
45318,7196,1424,1
45319,8118,4396,1
45320,206,19308,1
45321,5550,224,13
45322,6735,19332,10
45323,6547,14564,7
45324,2139,13586,4
45325,5946,6699,22
45326,1724,7177,17
45327,8049,323,18
45328,3770,17180,11
45329,9548,16455,23
45330,4572,11452,23
45331,7262,11893,18
45332,7801,12399,12
45333,173,1340,21
45334,9682,9076,10
45335,102,9784,17
45336,5675,2500,18
45337,1170,12787,21
45338,3290,4315,23
45339,2733,3561,4
45340,768,14375,4
45341,4701,3951,4
45342,3202,9755,3
45343,4384,16291,18
45344,4463,3103,8
45345,8180,16734,14
45346,3301,7336,9
45347,7591,7745,17
45348,1993,6804,23
45349,877,7944,10
45350,7592,10136,11
45351,3172,18811,9
45352,7206,9964,7
45353,2511,13801,1
45354,5938,2583,8
45355,213,13414,12
45356,5691,10219,10
45357,3869,18864,20
45358,7824,6354,8
45359,4462,5417,21
45360,2224,4650,3
45361,7058,13583,8
45362,2731,2583,6
45363,9437,1950,9
45364,3061,1582,17
45365,3684,3306,7
45366,3874,3560,17
45367,4491,10371,22
45368,9999,7447,14
45369,6307,10696,15
45370,168,5488,6
45371,3990,574,11
45372,9110,17761,11
45373,27,14963,13
45374,2697,12510,10
45375,406,1616,21
45376,1345,8280,4
45377,734,1177,3
45378,1879,15467,18
45379,2043,14117,8
45380,7442,12849,15
45381,5918,18538,20
45382,1112,18143,2
45383,2193,9150,7
45384,8082,7693,11
45385,1280,3589,22
45386,4728,19188,7
45387,6995,9925,3
45388,4705,18868,6
45389,1346,4223,7
45390,7436,14133,5
45391,1432,5171,3
45392,9473,13557,17
45393,5904,18588,5
45394,8138,18304,23
45395,8753,5306,17
45396,6630,1197,15
45397,8210,14630,18
45398,153,895,4
45399,4736,2428,24
45400,6076,19533,17
45401,7951,9515,19
45402,951,13299,4
45403,3242,3615,13
45404,1945,17650,1
45405,1180,17716,14
45406,1643,11904,17
45407,5414,9433,4
45408,6615,18453,24
45409,4358,2559,6
45410,9595,9475,14
45411,7151,19656,23
45412,4777,374,11
45413,2057,15605,15
45414,5481,6776,22
45415,923,12529,21
45416,7165,17947,4
45417,5652,6186,13
45418,3055,1325,13
45419,5448,2672,14
45420,7757,13186,13
45421,9124,7294,17
45422,9451,9589,22
45423,773,12807,21
45424,1417,19172,20
45425,778,19866,4
45426,2723,11385,8
45427,1262,14386,6
45428,549,7888,4
45429,304,8193,22
45430,4478,18659,22
45431,8863,8601,3
45432,634,12716,24
45433,1721,2944,4
45434,9494,12785,7
45435,2919,8471,9
45436,7113,4554,2
45437,3722,5451,14
45438,2570,12991,23
45439,3064,17149,24
45440,5426,18296,2
45441,9831,12591,17
45442,9821,5107,13
45443,6940,288,9
45444,1587,2003,11
45445,1493,3536,2
45446,9737,15262,24
45447,8138,6383,5
45448,8437,1511,16
45449,3208,12588,19
45450,1810,15141,19
45451,39,12591,6
45452,772,19326,1
45453,5496,6196,5
45454,8221,345,6
45455,7155,4270,5
45456,1424,2155,12
45457,8600,6654,3
45458,9995,14576,15
45459,8879,2789,14
45460,471,13226,16
45461,7482,10261,7
45462,5792,3098,12
45463,1896,1441,6
45464,704,8482,11
45465,8027,19835,8
45466,9688,2565,21
45467,4881,3568,13
45468,3077,6422,11
45469,6840,87,22
45470,6368,3788,20
45471,4557,10052,16
45472,5422,1480,13
45473,9559,2725,2
45474,7018,19055,1
45475,2623,15791,22
45476,6412,3936,18
45477,2938,18382,1
45478,6920,11180,12
45479,1044,8809,5
45480,8331,17906,4
45481,5699,11057,22
45482,3836,12295,23
45483,8048,5210,23
45484,7977,257,24
45485,8035,15725,6
45486,4860,909,13
45487,5158,856,20
45488,1637,6860,7
45489,8158,15274,23
45490,1657,8758,16
45491,3123,2458,6
45492,9081,2639,10
45493,1531,17575,5
45494,9872,16728,23
45495,8194,9922,22
45496,192,17772,19
45497,2573,12368,10
45498,6604,6346,21
45499,3431,8124,6
45500,6124,11357,21
45501,9780,12783,20
45502,2842,9709,22
45503,7511,17907,16
45504,8258,6658,5
45505,3568,10573,5
45506,8713,6888,21
45507,3641,15933,22
45508,1709,18169,20
45509,2386,13038,20
45510,3885,11302,18
45511,1901,10815,8
45512,3238,184,5
45513,1138,10703,1
45514,164,5361,24
45515,1185,8631,7
45516,2284,6073,19
45517,6461,9436,2
45518,3630,4967,19
45519,9760,16142,18
45520,31,914,21
45521,844,7253,8
45522,9287,12714,20
45523,8559,661,13
45524,92,15151,20
45525,8363,6955,13
45526,8819,1048,12
45527,5341,205,9
45528,170,14848,3
45529,6639,16543,8
45530,5397,6956,5
45531,4666,2213,12
45532,1772,18639,22
45533,6630,3797,20
45534,4933,7451,7
45535,2693,12740,18
45536,2527,10534,22
45537,2427,1882,19
45538,2538,9381,1
45539,4853,1349,15
45540,2371,5295,20
45541,4998,6325,17
45542,3174,10851,16
45543,3198,13182,10
45544,6232,4380,21
45545,6811,816,16
45546,777,14955,3
45547,3791,8226,8
45548,3919,5940,7
45549,4474,4256,16
45550,4541,13838,21
45551,2852,8519,23
45552,9874,19872,2
45553,5854,19038,3
45554,674,18658,21
45555,4848,12390,22
45556,8922,11455,11
45557,3978,8152,8
45558,5150,17160,21
45559,5081,2159,1
45560,4316,17399,8
45561,54,17315,24
45562,5513,6762,20
45563,9376,13876,2
45564,5815,9847,20
45565,109,6235,12
45566,4329,18141,17
45567,3787,11106,16
45568,2133,1126,7
45569,5448,15404,14
45570,716,9585,22
45571,371,3077,2
45572,7648,1240,2
45573,9005,18671,7
45574,821,19093,22
45575,3811,16327,22
45576,5240,10081,14
45577,3751,1506,5
45578,3418,1058,8
45579,6897,15842,20
45580,6829,131,14
45581,2251,17319,6
45582,1616,10888,9
45583,7139,4923,6
45584,4113,10649,24
45585,3961,5932,15
45586,7611,16645,6
45587,3691,417,7
45588,218,13930,10
45589,6848,13906,3
45590,7673,1503,7
45591,2578,4351,23
45592,7136,17141,3
45593,6645,4391,7
45594,5768,16202,7
45595,2965,19278,14
45596,2274,18915,19
45597,7141,18572,24
45598,5695,6278,24
45599,3018,4067,5
45600,8106,9535,21
45601,2376,18932,5
45602,9799,3070,8
45603,466,13651,11
45604,5120,1934,15
45605,9680,15846,6
45606,83,14505,18
45607,8611,9150,18
45608,3447,1066,4
45609,3101,13766,22
45610,9413,8236,16
45611,9193,17077,18
45612,4229,6785,21
45613,869,6333,20
45614,2280,3616,7
45615,3168,4041,20
45616,3472,12030,13
45617,7749,5870,12
45618,4369,18990,1
45619,996,17859,22
45620,245,13396,12
45621,4113,2106,7
45622,7859,11854,6
45623,8699,10902,11
45624,3474,18428,10
45625,9223,12663,7
45626,4864,557,21
45627,3147,19258,3
45628,3821,3328,3
45629,1757,9650,22
45630,7236,6467,11
45631,9702,1248,16
45632,3453,16336,2
45633,9925,10619,15
45634,5892,9547,2
45635,686,8552,9
45636,695,10293,8
45637,7426,12264,21
45638,421,14198,17
45639,3784,583,23
45640,1525,12206,3
45641,3385,2927,6
45642,68,7543,21
45643,7618,11540,20
45644,2012,9879,12
45645,2420,14510,12
45646,305,6271,18
45647,7463,2123,24
45648,5880,19619,18
45649,5813,18564,9
45650,9400,19338,19
45651,1367,16800,23
45652,4991,5014,8
45653,8347,1237,2
45654,5131,6155,23
45655,5001,10828,3
45656,3682,16003,24
45657,2215,6960,18
45658,2001,8125,13
45659,1424,15010,4
45660,5117,8511,11
45661,5065,16437,15
45662,287,1292,16
45663,5764,14857,12
45664,1545,3916,7
45665,6884,4663,20
45666,303,1759,11
45667,5909,4262,4
45668,3682,14371,15
45669,721,18731,11
45670,4165,7135,13
45671,1657,6461,16
45672,6015,132,12
45673,3276,9428,12
45674,4653,15837,2
45675,5096,1339,4
45676,4640,10235,5
45677,7058,2244,16
45678,7259,18415,6
45679,3210,2768,3
45680,9913,19133,4
45681,2203,3197,10
45682,9747,19777,21
45683,6154,1738,6
45684,3125,14055,15
45685,9628,2513,11
45686,708,17172,16
45687,4667,12163,11
45688,2607,14215,6
45689,8377,8798,10
45690,4239,5612,21
45691,3827,6726,13
45692,3488,4902,16
45693,6712,10698,2
45694,2795,16972,11
45695,9466,7866,10
45696,461,15262,20
45697,7912,5004,7
45698,4518,10492,9
45699,7032,19192,11
45700,1416,2741,14
45701,4705,3830,20
45702,3584,18598,9
45703,1018,12279,22
45704,7893,7992,8
45705,5735,3745,19
45706,10000,6282,8
45707,8352,15833,17
45708,6073,12655,1
45709,5885,18619,20
45710,1663,12912,7
45711,1829,10593,10
45712,5292,16182,16
45713,6187,11766,12
45714,430,18885,4
45715,9146,38,21
45716,9562,17565,9
45717,5890,14065,16
45718,1317,6129,9
45719,8722,17264,14
45720,7759,15399,24
45721,5548,18712,24
45722,5951,12128,21
45723,9259,887,10
45724,1025,7627,18
45725,8541,15843,21
45726,5277,13854,16
45727,1799,12646,2
45728,4744,11546,23
45729,6400,1026,6
45730,525,13140,23
45731,984,16855,20
45732,4645,9766,1
45733,1808,6390,10
45734,9807,606,21
45735,9593,9730,8
45736,9198,5551,13
45737,4981,6891,5
45738,9279,11921,4
45739,9463,1609,9
45740,260,19102,14
45741,6468,17470,10
45742,4323,84,13
45743,9075,7793,8
45744,8388,6938,9
45745,2355,3985,15
45746,2189,10303,3
45747,6205,14406,19
45748,7090,11088,8
45749,7754,3410,6
45750,6808,10364,10
45751,6504,3096,9
45752,8404,6679,4
45753,4465,10540,12
45754,7833,245,22
45755,2105,13186,24
45756,7974,13849,10
45757,5356,14549,14
45758,2675,8111,6
45759,7814,18756,8
45760,750,13138,21
45761,2919,4536,21
45762,8961,3768,5
45763,88,7902,21
45764,4453,15448,24
45765,6086,16744,17
45766,8859,9971,22
45767,3149,19562,12
45768,8500,2903,19
45769,8426,7659,18
45770,1296,1180,10
45771,8378,7431,21
45772,6486,9829,19
45773,165,6288,12
45774,8056,15772,8
45775,5315,1807,23
45776,5772,13178,14
45777,5268,17912,11
45778,4240,15203,17
45779,3558,8839,2
45780,807,1070,20
45781,4429,17585,9
45782,4692,12151,10
45783,1181,19201,9
45784,9226,17388,5
45785,4243,10187,5
45786,1807,6369,2
45787,8357,5309,18
45788,1809,12056,4
45789,9569,8276,15
45790,1914,5857,2
45791,7039,18716,7
45792,6655,7253,22
45793,9613,1247,12
45794,5543,9183,17
45795,2227,12085,1
45796,2551,19996,7
45797,4893,3502,3
45798,269,4900,19
45799,814,5241,7
45800,1728,10246,5
45801,7895,18534,17
45802,2963,4375,23
45803,9233,15175,4
45804,2802,4389,7
45805,5720,5629,20
45806,253,19164,24
45807,1373,14037,10
45808,3606,14041,3
45809,9261,13541,17
45810,4729,11683,3
45811,6330,15771,14
45812,2891,15297,13
45813,317,18529,10
45814,926,6637,6
45815,1042,4183,23
45816,8674,9098,24
45817,9818,1123,8
45818,2779,711,20
45819,7798,8578,6
45820,5495,7404,14
45821,2429,9007,5
45822,461,12946,11
45823,7061,5658,13
45824,2739,19872,1
45825,6131,893,9
45826,1730,5129,12
45827,1622,1174,6
45828,7273,9824,13
45829,7968,7101,19
45830,7396,10187,9
45831,3078,9645,14
45832,8438,16996,22
45833,665,1162,14
45834,5248,3226,5
45835,4470,14157,2
45836,2721,13298,24
45837,4406,12136,5
45838,7318,7747,8
45839,3196,10312,24
45840,6466,4987,8
45841,6779,19331,19
45842,1807,19323,13
45843,4755,15386,5
45844,4885,2130,5
45845,9311,12747,22
45846,502,5607,19
45847,4655,10494,17
45848,7622,5981,22
45849,1635,11521,3
45850,2448,10485,9
45851,9224,8399,20
45852,2697,16938,5
45853,3985,5325,18
45854,5513,15932,22
45855,7961,19042,13
45856,9741,16014,18
45857,4141,5388,6
45858,1758,3622,18
45859,6021,18315,17
45860,8711,344,10
45861,4164,4615,6
45862,8607,11322,17
45863,3897,13229,19
45864,7028,13036,1
45865,418,18285,18
45866,7946,19322,9
45867,4023,3789,19
45868,3450,16614,7
45869,990,14932,6
45870,841,13351,23
45871,5272,10548,6
45872,3516,2698,14
45873,6506,18709,10
45874,8138,11689,4
45875,9596,14227,15
45876,2213,2682,7
45877,9967,16151,23
45878,3206,9377,20
45879,6149,1429,10
45880,9903,15235,20
45881,4477,6113,24
45882,8593,3511,3
45883,7651,13804,19
45884,1623,2882,1
45885,9610,11769,15
45886,6361,7709,3
45887,6373,17555,15
45888,9721,1749,21
45889,9815,4132,2
45890,4213,14735,2
45891,1659,13207,5
45892,5666,7323,7
45893,1455,2005,13
45894,4932,9124,11
45895,4875,16688,16
45896,9191,7193,22
45897,2228,19576,17
45898,2807,7059,22
45899,2070,9513,6
45900,1339,17557,24
45901,659,6876,23
45902,7159,19928,12
45903,8570,7889,6
45904,3263,9813,7
45905,5836,2883,11
45906,1687,9692,7
45907,1966,1249,21
45908,1782,3970,19
45909,3775,17703,8
45910,2897,7192,22
45911,607,232,6
45912,5669,8546,3
45913,4905,15432,21
45914,1798,1242,24
45915,6581,17931,12
45916,4008,13943,6
45917,4625,767,24
45918,9652,18745,20
45919,1221,17756,4
45920,1955,6769,3
45921,1764,11346,1
45922,3319,5313,12
45923,628,335,18
45924,3092,13564,18
45925,4151,338,1
45926,8818,10401,8
45927,2699,19534,5
45928,986,16544,8
45929,8995,1910,2
45930,4071,8897,13
45931,9671,5901,11
45932,7268,68,12
45933,9305,6525,16
45934,91,6761,17
45935,4920,3066,9
45936,2781,11002,23
45937,8151,4806,9
45938,8434,18513,9
45939,9233,1556,18
45940,7136,8649,5
45941,4047,13114,14
45942,1774,6843,10
45943,2799,13767,1
45944,5056,19027,5
45945,6711,5215,16
45946,5076,12132,17
45947,9612,12428,14
45948,1541,11842,5
45949,1718,2475,9
45950,715,16070,23
45951,7547,4338,22
45952,4608,12089,17
45953,1086,6293,20
45954,9770,19964,21
45955,9069,6189,7
45956,1739,3446,16
45957,7231,8314,12
45958,663,15049,20
45959,6248,5014,2
45960,3674,112,6
45961,138,4169,22
45962,880,15018,18
